107,114,148
53,43,58
0,0,1
0,0,1
4,4,7
39,34,27
0,1,0
486,559,580
1,1,0
0,1,1
1,0,3
3,0,1
1,0,2
15,13,17
12,10,13
39,53,51
11,9,9
152,176,188
1,0,0
16,11,16
1,0,1
0,0,1
0,0,1
3,1,0
92,103,122
8,9,12
2,3,3
2,2,4
0,1,0
96,139,129
3164,3503,3745
2,0,2
15,13,16
58,90,75
4,8,6
13,9,8
0,4,0
3,3,5
0,0,1
7,3,2
62,68,94
2,4,1
367,394,452
80,85,112
0,1,1
1,1,0
5,7,2
1,0,0
299,302,357
216,226,242
114,120,134
25,32,39
7,9,17
1157,1282,1432
103,122,128
115,115,113
103,132,126
319,320,365
11,15,17
9,7,6
1,7,5
25,26,17
19,19,26
880,995,1128
8,7,7
1,0,1
0,0,1
4,4,7
73,71,75
41,48,60
9,8,11
5,8,2
1,0,2
3,2,6
25,36,45
1,2,0
0,4,0
5,3,3
33,29,45
4,5,5
6,4,8
2969,3299,3584
3,0,3
55,44,59
156,145,162
9,6,6
54,51,68
1,2,3
0,0,1
5,5,7
1,0,0
18,24,30
0,2,0
1,2,3
10,8,11
473,518,603
12,17,15
1,1,0
8,12,6
1,0,1
79,97,91
162,178,186
0,0,1
18,18,47
2,0,0
1,1,0
4,0,0
119,118,131
181,209,226
3,2,0
13,9,14
89,104,112
1,2,2
15,22,26
1,1,0
0,1,2
1,1,3
151,197,209
2,5,7
0,0,1
0,1,0
26,24,35
0,1,0
8,11,7
6,4,7
1,2,4
0,1,1
135,146,155
1,0,1
0,1,0
6,2,4
31,29,52
38,27,36
25,27,14
3,2,5
3,3,9
0,2,2
0,1,0
0,1,1
20,31,31
1,1,4
1,0,1
70,89,97
1,2,2
57,64,81
1,1,1
6,7,4
3,2,1
1,0,1
16,16,20
0,2,0
20,33,32
1,0,0
8,17,5
9,8,10
1,1,3
7,2,5
1,2,5
11,10,11
0,0,1
1,0,1
5,1,1
6,15,12
11,13,14
3,11,7
5,7,4
243,286,290
1,0,0
1,2,1
0,2,1
0,0,1
0,1,0
1,0,1
1,0,2
854,964,1019
8,4,8
1,0,0
0,1,1
1,1,0
4,6,1
33,27,31
1,3,0
0,2,0
1,2,4
15,12,14
3,2,1
0,0,2
0,0,1
231,287,279
26,18,26
1,1,1
0,1,0
8,6,14
2,2,3
2,12,13
1,0,1
2,3,2
227,272,284
1,0,0
0,2,0
1,0,0
9,9,9
0,1,0
1,3,1
8,3,15
0,0,1
0,1,1
2,0,4
1,0,0
1,1,1
1,1,3
2,3,2
21,26,32
0,1,0
4,1,4
5,4,2
0,1,0
1,4,3
1,5,4
2,2,6
0,1,1
5,3,0
2,1,1
0,0,1
1,0,0
64,78,78
0,0,1
3,1,2
1,2,1
2,0,0
38,48,50
1,0,0
10,12,14
0,0,1
0,3,4
0,1,0
1,0,1
0,1,0
0,1,0
4,3,2
1,0,0
14,5,11
1,2,1
11,11,17
35,40,44
1,1,3
0,1,1
414,415,487
1,0,0
1,0,0
1,0,1
5,4,2
1,1,0
0,0,2
1,0,0
8,10,9
106,105,105
0,0,1
0,0,1
363,432,481
1,2,1
5,3,3
0,0,1
1,4,6
0,2,0
0,1,2
61,60,70
3,7,4
1,1,0
13,15,11
3,8,3
5,3,2
0,2,0
0,0,1
0,0,1
0,3,0
1,0,0
1,5,4
1,1,1
4,3,1
0,0,1
0,1,1
17,25,32
4,3,3
38,43,40
1,4,1
3,2,1
1,2,1
0,1,0
1,2,1
0,0,1
2,4,4
23,24,27
0,0,1
377,345,408
0,0,1
0,1,0
1,0,0
3,3,4
4,2,5
1,2,3
6,3,2
0,2,2
0,0,1
1,0,0
0,1,0
1,0,2
5,1,2
1,0,0
27,38,50
0,1,0
1,3,2
2,2,2
50,46,54
0,1,0
0,0,1
0,1,0
0,0,2
1,0,0
5,5,2
0,0,1
4,5,3
4,12,9
0,0,1
4,2,3
8,7,10
79,101,97
0,0,1
4,3,4
6,5,5
4,10,6
3,1,1
1,1,1
8,13,9
5,6,3
0,1,0
2,1,1
0,1,0
0,0,1
1,1,0
0,0,1
2,2,0
1,2,0
0,0,3
1,4,4
1,0,0
20,17,31
17,12,23
0,1,1
1,0,0
0,2,0
0,1,0
0,1,0
0,1,0
1,1,2
1,0,1
0,0,1
15,15,21
11,11,18
3,3,2
3,1,3
1,0,0
0,0,1
0,1,0
0,0,1
0,1,0
2,0,1
1,0,0
2,2,2
11,12,5
14,10,10
0,0,1
6,9,5
0,1,0
30,27,35
1,0,0
0,1,0
0,1,0
0,1,0
39,48,34
2,0,0
15,19,17
0,1,0
1,0,0
7,7,13
2,0,0
1,1,1
0,0,1
4,1,1
0,0,1
6,2,5
0,0,1
0,1,0
2,2,7
0,2,5
10,13,6
19,22,22
123,146,137
2,2,3
0,1,0
0,0,1
0,0,1
11,9,6
0,1,0
0,0,1
1,0,0
0,0,1
22,24,26
1,1,3
6,4,7
2,3,2
0,1,0
0,0,1
0,1,2
2,0,3
0,1,0
1,0,0
1,1,1
0,0,1
2,2,3
0,0,1
1,3,2
0,1,1
115,170,154
372,472,459
0,0,1
4,3,5
6,5,5
43,43,35
4,2,3
1,2,0
3,1,3
74,70,70
0,0,1
2,6,3
0,0,1
0,1,4
4,13,13
0,1,1
8,5,8
0,1,0
0,1,0
1,1,0
0,0,1
4,4,12
1,0,1
806,848,951
0,1,0
4,5,4
1,1,1
0,0,1
1,3,1
1,1,0
0,0,1
1,3,1
49,67,71
1,0,0
0,1,0
169,186,224
0,0,2
8,8,7
0,0,1
1,2,1
0,0,1
2,2,0
1,0,0
1,2,0
7,5,5
11,18,22
0,0,1
13,10,19
2,4,0
1,2,1
2,2,1
1,1,0
1,0,0
5,6,11
0,1,0
2,2,1
4,4,3
5,6,12
3,6,3
4,8,3
0,0,1
0,1,4
3,3,1
0,1,1
5,3,4
3,0,0
0,1,1
0,2,2
0,1,0
11,3,8
1,2,0
2,1,1
1,0,0
0,1,1
71,73,71
206,170,204
2,1,1
4,3,3
0,1,0
0,0,2
3,0,1
2,1,6
2,0,0
0,1,0
6,8,8
10,14,17
8,18,17
0,2,2
2,1,6
0,2,0
1,1,0
1,0,0
9,5,6
6,5,5
0,1,0
364,390,443
1,0,0
2,1,0
1,2,2
8,12,11
30,32,33
1,0,2
0,3,3
2,6,8
16,15,14
11,19,21
0,0,1
10,16,8
126,139,143
2,1,1
4,5,11
295,333,376
1,0,0
4,5,0
10,6,14
3,5,3
0,0,1
1,1,0
0,2,0
0,1,1
5,6,5
0,2,1
1,1,4
2,0,0
0,0,1
32,36,28
1,2,3
3,2,3
22,24,14
14,30,27
1,0,2
8,14,13
3,3,1
169,186,185
3,1,3
1,0,0
1,4,6
159,172,190
1,1,0
0,0,1
68,69,85
2,0,0
12,19,22
8,17,17
0,0,1
0,1,2
3,3,2
0,0,1
204,227,268
107,114,115
1,1,1
2,2,0
2,0,2
83,87,80
0,1,1
3,3,3
0,1,1
115,136,126
20,26,32
2,3,3
0,1,1
0,1,0
1,7,4
5,3,5
0,0,1
1,0,0
1,1,1
26,29,24
7,9,15
8,10,8
1,1,2
0,0,1
4,2,6
2,7,5
43,39,49
1,0,0
9,8,3
11,12,12
2,1,1
554,616,661
1,0,1
20,33,29
22,22,25
28,32,37
1,9,5
1,0,1
18,30,34
0,1,0
1,1,1
32,38,40
3,3,2
1,1,2
0,1,0
2,0,1
24,35,27
6,12,12
11,9,14
6,5,5
5,5,4
3,2,2
13,10,15
2,8,4
4,2,3
3,7,2
3,1,2
1,1,1
8,7,4
6,7,5
4,4,4
114,125,158
1,3,2
15,19,19
1,1,2
136,158,169
3,1,1
8,6,9
0,1,0
3,1,1
1,1,2
1,0,2
381,384,450
244,255,303
0,0,4
0,0,1
10,3,5
8,9,18
1,0,2
0,2,1
1,2,2
0,1,1
1,0,1
3,1,0
11,22,18
381,415,407
2,5,4
124,139,151
3,1,2
12,13,21
9,6,12
9,15,17
1,0,0
2,2,3
0,1,0
1,0,0
0,2,1
11,11,10
2,4,5
2,4,1
4,6,5
161,176,164
0,0,1
3,5,8
0,0,1
0,0,1
2,0,0
1,1,2
0,1,0
67,56,79
1,1,1
39,31,36
59,59,52
7,13,9
12,11,21
46,37,45
5,2,6
12,5,6
23,19,31
1,2,1
7,7,6
11,11,20
2,3,1
0,2,4
8,8,12
0,1,0
0,0,1
54,60,58
3,5,4
4,3,5
52,61,61
9,6,4
0,0,2
1,0,0
382,421,431
2,2,5
0,0,1
8,3,2
2,2,1
5,5,5
1,5,4
8,8,11
72,73,80
2,3,0
2,4,3
1,0,0
1,3,1
1,0,1
16,7,11
4,2,2
33,34,29
2,0,1
2,2,1
0,0,1
1,0,1
3,0,1
12,12,29
1,2,5
0,2,0
2,3,5
13,25,21
0,1,0
10,14,10
2,4,3
343,398,418
51,48,54
1,0,3
0,0,4
7,3,8
15,21,9
3,1,0
0,1,0
0,1,0
5,9,4
0,1,0
2,0,3
123,114,143
0,1,0
14,22,23
3,3,7
520,530,639
0,1,0
1,0,0
107,100,113
0,0,1
1,1,0
2,0,5
1,2,4
0,1,0
3,4,4
0,1,2
3,0,1
63,71,79
8,4,7
11,10,14
0,2,0
3,3,3
1,0,0
1,1,1
0,0,1
1,2,0
1,0,0
64,54,85
0,1,2
7,6,5
1,1,4
1,2,1
15,25,20
5,1,7
1,4,2
33,25,44
1,3,0
2,0,0
12,10,13
2,1,1
1,4,1
2,0,0
412,446,455
1,0,0
0,1,1
0,2,2
0,1,1
1,2,2
1,1,0
19,21,16
2,1,1
0,3,1
7,4,6
0,0,1
6,3,2
0,0,1
0,1,1
4,11,5
2,0,0
4,3,0
1,2,0
2,1,1
2,1,0
1,3,2
233,261,328
2,3,2
2,0,0
1,0,1
20,31,27
1,1,0
14,19,34
25,25,16
7,14,13
1,0,0
1,3,5
1,1,2
2,4,2
2,2,4
8,5,3
6,14,13
5,3,2
3,1,0
0,0,2
85,126,131
1,0,0
0,0,1
18,20,22
2,2,3
0,0,1
3,2,3
13,15,9
6,6,13
1,0,0
0,0,1
2,3,1
1,1,1
37,26,34
1,1,1
0,3,5
0,0,1
0,1,0
6,5,8
1,2,2
52,60,67
0,1,1
2,1,2
0,0,1
2,4,3
5,13,13
3,1,2
0,3,1
6,4,5
2,0,0
2,0,2
3,4,3
0,1,2
1,0,1
16,23,33
1,0,0
0,0,1
2,0,2
5,1,4
1,0,1
0,2,0
0,1,0
0,2,0
1,2,1
0,1,0
0,0,1
1,0,2
23,29,38
1,0,1
4,7,3
2,0,1
1,4,1
1,2,1
13,12,12
5,5,11
0,0,1
0,0,1
1,0,1
19,29,20
111,133,126
0,1,1
14,17,18
1,2,0
0,2,2
0,3,1
2,2,2
0,1,0
1,4,4
2,0,2
42,57,35
0,1,1
0,0,2
1,0,2
7,3,2
1,1,0
0,1,1
0,0,1
8,9,4
8,4,5
1,1,1
0,0,1
2,10,0
6,7,1
1,3,0
2,0,1
2,4,1
16,14,17
7,9,2
2,0,0
0,1,0
13,13,8
1,2,0
4,3,2
25,26,26
1,2,1
46,69,73
7,3,3
21,26,35
2,2,2
2,2,5
1,1,0
255,248,247
5,9,11
30,50,36
0,0,2
1,2,0
0,0,3
5,4,5
1,0,0
4,5,4
0,0,3
0,0,1
1,0,1
1,0,0
3,1,5
0,0,2
0,0,1
1,2,1
2,4,3
0,1,0
0,1,1
0,0,1
2,0,0
1,1,0
21,17,21
8,8,5
1,2,3
3,2,0
0,0,1
1,1,0
1,0,0
11,5,7
2,0,2
1,2,1
0,1,0
2,0,3
1,6,5
0,2,1
18,13,7
4,4,4
24,23,27
5,5,5
1,1,1
1,0,0
0,1,3
1,0,1
1,0,0
0,1,0
0,0,1
0,1,0
26,25,28
0,2,1
0,0,1
1,2,2
2,5,4
1,0,0
1,0,0
0,0,1
0,1,0
2,2,3
0,1,0
1,2,0
0,0,1
0,1,1
1,1,0
2,0,2
2,1,2
20,17,12
4,3,7
4,6,5
2,0,0
0,0,1
2,1,1
1,0,0
1,2,2
0,0,1
1,3,7
0,1,1
5,3,4
0,1,0
0,1,0
0,1,0
0,1,0
1,2,1
0,3,1
0,0,2
1,1,1
259,272,264
1,0,1
4,1,1
3,1,1
5,3,0
1,0,0
11,10,10
3,2,1
0,1,0
2,3,2
3,5,3
3,5,8
2,1,1
0,1,2
1,1,0
1,2,3
0,1,0
25,30,35
1,1,1
2,1,1
1,0,0
5,9,9
3,0,0
0,1,0
0,1,0
0,0,1
1,1,2
5,3,2
2,3,2
0,0,1
0,2,5
0,3,1
1,1,0
2,1,0
90,85,122
1,0,0
0,2,0
2,2,0
2,0,2
534,680,711
1,0,2
2,0,0
1,0,0
0,1,2
11,25,18
0,1,0
4,0,0
0,2,1
11,4,12
3,11,9
0,0,1
4,4,5
3,1,3
31,36,40
1,2,1
7,7,8
2,0,2
0,3,0
1,2,1
0,1,0
1,1,0
2,2,3
0,1,0
3,8,4
7,4,0
9,8,18
1,1,0
3,6,6
0,1,0
1,2,2
30,35,49
1,1,1
54,52,51
0,1,0
0,0,1
1,1,0
0,0,1
26,20,21
2,0,1
2,2,1
3,4,2
1,2,1
1,1,3
3,3,1
5,6,1
0,2,1
3,2,2
0,0,1
1,0,0
2,2,3
3,2,7
4,4,11
0,1,0
0,0,1
0,8,0
42,65,59
2,2,4
6,4,6
0,0,1
0,0,1
4,12,17
1,0,1
1,1,1
0,1,3
0,1,0
1,0,0
0,1,0
1,0,1
0,1,0
3,9,8
5,6,7
2,0,0
1,2,2
0,0,1
0,0,1
1,0,3
0,0,1
1,1,2
3,2,1
3,7,2
6,10,16
0,1,0
8,7,8
4,4,5
1,0,0
1,2,2
0,1,0
1,3,1
0,1,1
0,2,2
0,1,0
2,3,5
1,0,0
1,2,0
1,3,4
0,0,2
0,1,0
1,0,0
28,27,32
1,1,1
4,2,6
0,1,0
1,0,1
0,1,0
1,2,3
41,44,31
0,0,1
0,1,0
1,1,0
25,51,39
33,54,59
44,68,78
22,19,32
0,2,0
1,1,1
1,2,0
3,1,4
1,1,1
37,41,47
1,0,0
5,6,5
1,0,0
2,2,2
2,1,0
0,0,1
0,1,0
1054,1129,1230
0,0,1
29,22,29
0,1,0
0,0,1
0,1,1
3,0,0
13,15,14
2,2,0
0,0,1
1,2,1
5,8,7
19,32,30
2,1,2
2,1,0
0,0,1
1,0,0
0,2,1
4,1,1
1,0,2
6,8,7
0,1,0
0,1,0
10,14,5
0,1,0
4,6,6
0,1,3
0,1,3
95,97,121
28,42,39
1,0,1
1,0,4
1,0,0
0,1,1
2,1,0
0,0,1
0,1,1
0,0,2
11,8,9
58,62,86
33,25,40
5,4,0
1,0,0
0,1,1
0,0,1
1,0,0
3,7,4
1,0,0
1,0,0
0,1,1
0,1,2
1,0,1
6,5,7
14,23,19
1,1,5
1,0,0
4,3,2
2,2,0
1,1,0
1,0,2
1,1,3
0,1,1
3,3,3
0,4,2
1,0,0
1,0,0
3,6,1
1,1,0
1,0,0
0,1,0
1,0,0
7,3,2
9,4,5
1,0,0
2,10,4
1,0,1
1,5,2
4,1,3
2,1,1
3,7,9
6,9,6
1,0,0
148,155,191
3,1,7
0,0,1
0,0,1
225,245,269
0,0,1
1,0,0
1,1,2
0,1,2
1,1,0
1,3,2
19,11,11
0,0,1
5,6,10
0,1,0
4,1,3
0,1,0
0,1,1
1,2,1
4,10,8
73,30,32
2,2,2
9,10,17
0,1,2
175,180,218
0,1,0
2,0,1
0,1,0
7,4,6
1,2,4
3,0,2
1,0,0
1,0,0
3,1,0
0,1,1
7,2,5
1,0,3
2,0,2
1,0,0
0,1,2
2,0,4
0,0,1
0,0,1
1,1,0
2,6,3
1,0,0
0,1,0
21,30,31
7,9,6
0,0,1
1,5,1
4,3,3
0,1,0
16,4,8
1,3,2
1,6,1
0,0,2
5,5,6
3,5,4
1,5,5
0,0,1
13,3,10
1,2,2
0,0,1
2,2,0
0,1,0
0,0,1
0,1,1
1,0,2
1,2,1
0,0,1
0,1,1
0,0,1
1,0,0
1,0,0
2,4,8
2,4,3
2,2,4
2,2,3
0,1,0
44,43,45
4,8,6
0,1,1
0,0,1
1,0,0
0,1,0
14,17,6
10,8,15
2,3,3
0,1,0
2,0,1
20,25,9
9,13,11
1,0,0
0,1,0
0,1,0
2,0,2
57,51,46
3,8,6
6,5,4
40,49,70
0,0,1
0,1,0
24,12,19
1,0,1
0,3,1
0,1,1
2,0,0
0,2,0
5,7,4
0,1,0
0,0,1
90,116,112
7,13,16
10,24,11
11,4,16
8,7,16
4,5,4
1,2,1
339,372,402
1,0,0
46,62,43
22,19,17
9,6,5
0,0,1
93,133,163
33,41,50
41,33,42
171,179,206
12,11,9
362,429,448
32,33,32
309,307,346
21,24,44
51,43,57
11,6,9
88,110,104
11,12,15
1,1,2
185,226,233
0,0,1
1,1,2
57,50,52
71,80,68
1,3,6
0,0,1
0,0,1
0,0,1
1,0,0
0,2,2
1,5,2
2,2,2
6,6,7
4,1,6
0,1,0
1,5,3
0,0,1
3,4,6
0,1,1
0,2,1
0,2,0
1,1,0
0,0,1
1,3,1
2,2,1
5,5,1
0,2,1
35,39,47
1,1,0
197,224,234
1155,1319,1410
351,398,403
46,45,51
184,184,242
2,0,4
200,267,253
130,162,161
1,0,0
107,144,153
4,4,8
18,19,14
1,0,0
10,9,11
9,7,9
8,10,9
0,4,2
1,0,0
5,10,6
32,20,28
96,126,125
1,1,1
705,788,811
16,22,11
80,64,93
32,43,52
4,0,2
1,0,0
7,5,3
0,0,1
1252,1441,1497
181,200,218
0,0,1
0,1,0
0,1,4
63,90,79
306,336,398
515,553,645
91,99,114
766,905,915
1,0,0
155,164,156
161,175,182
4245,4814,5109
241,285,293
4,8,6
186,199,216
426,476,497
27,38,30
383,427,413
12,19,10
58,58,60
290,332,344
8,4,3
23,33,38
0,1,1
0,0,1
3,2,4
3,2,0
332,395,447
190,197,226
14,11,13
161,166,171
131,128,160
1,1,1
2,8,4
0,1,0
236,270,285
1,2,6
193,217,278
670,675,775
16,15,17
24,22,28
6,10,7
473,524,623
137,163,177
3,4,8
617,657,697
121,134,163
1,1,0
20,16,14
17,20,15
734,812,908
846,915,951
6,3,3
26,26,45
1,0,4
80,80,98
2,3,1
234,240,299
183,179,196
3690,4049,4292
1256,1403,1483
1193,1281,1415
226,241,289
118,149,161
488,530,559
11,18,18
4,8,11
0,1,1
3,3,1
2,4,6
143,182,157
147,159,179
25,27,19
257,309,294
535,565,625
127,120,143
11,10,10
4,4,0
105,118,128
0,1,3
262,283,326
398,406,470
382,492,500
16,15,23
590,669,711
46,48,43
541,663,691
141,171,177
57,75,68
139,176,159
526,589,754
480,543,587
2,1,1
8,13,6
686,711,761
654,735,782
157,208,213
38,44,68
14,21,32
2,2,4
511,680,608
3,2,0
121,145,139
102,133,138
225,256,259
311,320,351
230,217,235
68,58,69
207,225,221
8,10,13
179,233,232
556,586,660
148,182,175
188,179,190
216,217,252
66,80,73
163,182,205
197,191,209
149,206,204
595,739,741
357,401,449
260,277,311
134,134,145
97,114,119
69,70,63
729,816,910
67,72,76
282,276,368
366,369,416
19,39,13
475,496,531
119,132,147
273,327,324
253,297,297
21,27,21
26,23,31
43,43,38
189,219,195
68,62,51
1,1,3
4,8,2
135,135,155
149,171,200
8,6,6
1564,1789,1979
0,0,1
0,1,0
41,38,40
5,13,7
2830,3274,3479
1,1,1
1,0,1
0,0,1
406,476,520
2107,2360,2567
93,96,110
21,27,33
2,0,0
193,214,224
20,31,21
0,1,0
1,5,1
4,5,2
268,283,333
72,92,112
423,473,519
197,230,282
0,1,0
105,100,117
5,5,10
195,202,233
62,78,60
3,12,12
24,28,37
735,845,946
4,4,5
45,47,55
0,0,1
25,31,16
4,3,4
4,10,8
7,2,4
293,330,383
91,97,111
372,422,475
611,729,759
443,481,503
57,68,60
75,103,115
7,21,16
0,1,0
0,0,1
102,116,118
97,113,112
10,7,8
33,32,29
223,251,329
14979,16731,18669
19,31,30
3529,3952,4216
2,5,4
3,3,1
670,741,864
2,2,1
1468,1728,1869
55,78,69
48,41,51
4209,4908,5184
308,338,373
553,590,690
603,628,726
2281,2470,2772
1739,1832,2026
85,104,106
86,101,105
187,208,275
226,251,269
1,1,0
138,144,179
368,414,449
265,262,284
172,249,256
31,38,30
250,309,337
45,51,54
108,131,124
9,10,10
85,83,102
7,13,5
71,79,82
114,124,144
427,423,482
40,42,50
6,11,13
139,157,178
440,539,519
723,831,947
19,18,22
3,1,3
4,4,6
0,0,1
3,0,2
185,233,216
1179,1278,1327
0,2,4
0,0,1
0,3,1
3,1,5
9,11,13
5,1,1
1,0,3
0,1,0
47,54,57
482,562,610
0,0,1
44,55,63
129,138,149
8,13,12
0,1,0
133,143,129
34,32,32
11,18,14
4,7,11
44,33,42
12,9,15
7,8,7
23,19,17
18,18,26
9,11,13
101,89,120
33,44,34
245,249,303
24,35,44
2,2,3
74,52,75
17,15,17
66,69,75
47,48,39
6,6,6
323,328,388
199,218,203
1,2,2
183,215,223
55,66,68
76,88,83
123,142,147
26,30,36
71,75,103
122,145,163
2,2,1
49,48,62
134,165,147
5,5,6
9,16,17
86,89,96
78,74,80
1,0,0
29,38,35
2,3,1
16,11,21
756,787,898
4,9,7
459,521,599
2,2,1
94,96,107
521,549,594
90,95,104
119,153,172
10,8,8
25,28,23
5,1,1
0,0,1
3,2,2
680,795,910
2,1,1
1,5,5
0,1,0
11,22,18
45,53,71
7,11,12
0,0,1
0,1,0
17,18,13
11,19,17
888,939,1021
296,373,417
33,24,27
81,92,96
2,2,3
2,1,0
1465,1623,1829
8,4,8
18,7,17
219,235,282
0,2,0
1,1,1
1273,1322,1484
930,1038,1064
322,326,371
18,14,29
17,20,20
53,64,83
565,603,676
442,497,511
12,4,5
12,7,17
18,38,27
423,504,505
556,598,590
5,2,4
251,270,271
107,110,119
3,1,1
3,0,0
0,1,0
11,12,14
9,11,8
8,11,4
10,17,11
68,89,81
205,241,265
744,838,860
624,764,798
1058,1124,1213
83,88,88
12,15,23
70,75,89
1291,1519,1600
984,1142,1164
1081,1229,1309
283,264,333
70,69,70
41,34,46
1603,1743,1876
990,1045,1169
2,1,2
44,59,51
1855,2117,2330
120,141,132
888,965,1049
881,1016,1075
9,19,15
4,3,7
334,389,431
155,184,200
437,551,549
15,14,10
256,257,295
21,21,40
22,19,24
212,193,228
16,11,13
1186,1328,1421
152,159,157
691,730,823
